date,lap_number,category,message,session_key,meeting_key,driver_number,flag,sector,scope
2023-05-28T14:32:55+00:00,66,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:32:54,9094,1210,24.0,BLUE,,Driver
2023-05-28T14:33:05+00:00,66,Other,CAR 11 (PER) TRACK LIMITS TURN 10 LAP 53,9094,1210,,,,
2023-05-28T14:33:10+00:00,66,Flag,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:33:10,9094,1210,24.0,BLUE,,Driver
2023-05-28T14:33:33+00:00,66,Flag,BLACK AND WHITE FLAG FOR CAR 11 (PER) - TRACK LIMITS,9094,1210,11.0,BLACK AND WHITE,,Driver
2023-05-28T14:34:22+00:00,67,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 7,9094,1210,,,,
2023-05-28T14:34:52+00:00,67,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:34:52,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:34:58+00:00,67,Other,CAR 21 (DEV) TIME 1:36.475 DELETED - TRACK LIMITS AT TURN 10 LAP 65 16:34:10,9094,1210,,,,
2023-05-28T14:35:09+00:00,67,Flag,CLEAR IN TRACK SECTOR 7,9094,1210,,CLEAR,7.0,Sector
2023-05-28T14:35:19+00:00,67,Other,CAR 10 (GAS) TIME 1:36.252 DELETED - TRACK LIMITS AT TURN 10 LAP 66 16:34:26,9094,1210,,,,
2023-05-28T14:35:44+00:00,68,Flag,BLACK AND WHITE FLAG FOR CAR 10 (GAS) - TRACK LIMITS,9094,1210,10.0,BLACK AND WHITE,,Driver
2023-05-28T14:36:14+00:00,68,Flag,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 16:36:13,9094,1210,21.0,BLUE,,Driver
2023-05-28T14:36:47+00:00,68,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:36:47,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:37:41+00:00,69,Flag,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 16:37:41,9094,1210,21.0,BLUE,,Driver
2023-05-28T14:37:41+00:00,69,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:37:41,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:38:02+00:00,69,Flag,YELLOW IN TRACK SECTOR 7,9094,1210,,YELLOW,7.0,Sector
2023-05-28T14:38:07+00:00,69,Flag,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 16:38:07,9094,1210,21.0,BLUE,,Driver
2023-05-28T14:38:13+00:00,69,Flag,DOUBLE YELLOW IN TRACK SECTOR 7,9094,1210,,DOUBLE YELLOW,7.0,Sector
2023-05-28T14:38:16+00:00,69,Flag,YELLOW IN TRACK SECTOR 6,9094,1210,,YELLOW,6.0,Sector
2023-05-28T14:38:16+00:00,69,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:38:15,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:38:30+00:00,69,Flag,CLEAR IN TRACK SECTOR 7,9094,1210,,CLEAR,7.0,Sector
2023-05-28T14:38:33+00:00,69,Flag,CLEAR IN TRACK SECTOR 6,9094,1210,,CLEAR,6.0,Sector
2023-05-28T14:39:08+00:00,70,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:39:07,9094,1210,22.0,BLUE,,Driver
2023-05-28T14:39:19+00:00,70,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:39:19,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:39:19+00:00,70,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:39:19,9094,1210,22.0,BLUE,,Driver
2023-05-28T14:39:25+00:00,70,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:39:25,9094,1210,22.0,BLUE,,Driver
2023-05-28T14:40:26+00:00,71,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:40:26,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:41:11+00:00,71,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:41:10,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:41:35+00:00,71,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:41:34,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:41:53+00:00,72,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:41:52,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:42:22+00:00,72,Other,CAR 2 (SAR) TIME 1:33.193 DELETED - TRACK LIMITS AT TURN 10 LAP 69 16:41:42,9094,1210,,,,
2023-05-28T14:42:25+00:00,72,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:42:24,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:43:11+00:00,72,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:43:10,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:43:16+00:00,72,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:43:16,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:43:35+00:00,73,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:43:34,9094,1210,77.0,BLUE,,Driver
2023-05-28T14:43:50+00:00,73,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:43:49,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:43:51+00:00,73,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:43:50,9094,1210,11.0,BLUE,,Driver
2023-05-28T14:44:00+00:00,73,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:43:59,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:44:35+00:00,73,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:44:34,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:44:51+00:00,74,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:44:51,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:45:11+00:00,74,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:45:11,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:45:13+00:00,74,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:45:12,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:45:52+00:00,74,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:45:51,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:46:00+00:00,74,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:45:59,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:46:14+00:00,74,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:46:14,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:46:25+00:00,75,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:46:24,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:46:37+00:00,75,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:46:37,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:46:41+00:00,75,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:46:41,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:47:11+00:00,75,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:47:10,9094,1210,20.0,BLUE,,Driver
2023-05-28T14:47:33+00:00,75,Other,CAR 23 (ALB) TIME 1:32.141 DELETED - TRACK LIMITS AT TURN 10 LAP 73 16:46:49,9094,1210,,,,
2023-05-28T14:48:13+00:00,76,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:48:12,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:48:38+00:00,76,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:48:38,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:49:33+00:00,77,Other,INCIDENT INVOLVING CAR 23 (ALB) NOTED - MULTIPLE TRACK LIMIT INFRINGEMENTS,9094,1210,,,,
2023-05-28T14:50:03+00:00,77,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:50:02,9094,1210,11.0,BLUE,,Driver
2023-05-28T14:50:12+00:00,77,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:50:12,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:50:18+00:00,77,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:50:17,9094,1210,11.0,BLUE,,Driver
2023-05-28T14:50:21+00:00,77,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 16:50:21,9094,1210,27.0,BLUE,,Driver
2023-05-28T14:50:37+00:00,78,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:50:36,9094,1210,22.0,BLUE,,Driver
2023-05-28T14:51:07+00:00,78,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:51:07,9094,1210,22.0,BLUE,,Driver
2023-05-28T14:51:53+00:00,78,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:51:53,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:51:58+00:00,78,Flag,CHEQUERED FLAG,9094,1210,,CHEQUERED,,Track
2023-05-28T14:52:01+00:00,78,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:52:01,9094,1210,2.0,BLUE,,Driver
2023-05-28T14:52:38+00:00,78,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) REVIEWED NO FURTHER INVESTIGATION - MULTIPLE TRACK LIMIT INFRINGEMENTS,9094,1210,,,,
